curso,periodo,modelo,n,f1_pos_media,f1_pos_ci95_low,f1_pos_ci95_high
Engenharia Civil,4,XGBoost,30,0.5847201313003485,0.5645808231292031,0.6048594394714939
Engenharia Civil,4,LightGBM,30,0.5751589797229406,0.5501715810059049,0.6001463784399763
Engenharia Civil,4,CatBoost,30,0.6212561222073646,0.5968410321777261,0.6456712122370031
Engenharia Civil,4,Comite_Arvores_XGB_LGBM_CatBoost,30,0.6149177820719575,0.5930549554614406,0.6367806086824743
