curso,periodo,modelo,n,f1_pos_media,f1_pos_ci95_low,f1_pos_ci95_high
Direito - Noturno,3,XGBoost,30,0.4755086945129854,0.4343471674220284,0.5166702216039424
Direito - Noturno,3,LightGBM,30,0.47588088289769825,0.4413097032622219,0.5104520625331747
Direito - Noturno,3,CatBoost,30,0.49135404507737995,0.4485609703369279,0.534147119817832
Direito - Noturno,3,Comite_Arvores_XGB_LGBM_CatBoost,30,0.5011701075745272,0.4656694428013824,0.5366707723476719
