nota_ingresso,tipo_ingresso_pism,tipo_ingresso_sisu,tipo_ingresso_vestibular,tipo_ingresso_outros,cota_racial,cota_ampla_concorrencia,cota_escola_publica,cota_renda,cota_pcd,genero_masculino,genero_feminino,genero_outros,periodo_1_disciplinas_aprovadas,periodo_1_disciplinas_reprovadas,periodo_1_disciplinas_ri,periodo_1_disciplinas_trancadas,periodo_1_disciplinas_outros_status,periodo_1_bolsa_remunerada,periodo_1_bolsa_n_remunerada,periodo_1_ae,periodo_2_disciplinas_aprovadas,periodo_2_disciplinas_reprovadas,periodo_2_disciplinas_ri,periodo_2_disciplinas_trancadas,periodo_2_disciplinas_outros_status,periodo_2_bolsa_remunerada,periodo_2_bolsa_n_remunerada,periodo_2_ae,periodo_3_disciplinas_aprovadas,periodo_3_disciplinas_reprovadas,periodo_3_disciplinas_ri,periodo_3_disciplinas_trancadas,periodo_3_disciplinas_outros_status,periodo_3_bolsa_remunerada,periodo_3_bolsa_n_remunerada,periodo_3_ae,periodo_4_disciplinas_aprovadas,periodo_4_disciplinas_reprovadas,periodo_4_disciplinas_ri,periodo_4_disciplinas_trancadas,periodo_4_disciplinas_outros_status,periodo_4_bolsa_remunerada,periodo_4_bolsa_n_remunerada,periodo_4_ae,etnia_outra,etnia_parda,etnia_preta
641.96,0,1,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
549.2,1,0,0,0,0,0,1,1,0,1,0,0,5,1,1,0,0,0,0,0,5,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0
730.54,0,1,0,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
720.42,0,1,0,0,0,1,0,0,0,1,0,0,6,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,0
748.22,0,1,0,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
647.8,1,0,0,0,1,0,1,1,0,0,1,0,6,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,3,2,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,1,0
557.3,1,0,0,0,0,1,0,0,0,0,1,0,4,2,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0
532.7,1,0,0,0,0,1,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,1,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
281.4,1,0,0,0,0,0,1,1,0,1,0,0,5,1,0,0,0,0,0,1,5,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0
827.65,1,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0
687.44,0,1,0,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,3,2,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0
732.34,0,1,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0
684.8,1,0,0,0,1,0,1,1,0,0,1,0,4,2,0,0,0,0,0,1,2,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0
645.2,1,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0
605.1,1,0,0,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,6,0,0,0,0,1,0,0,0,0,0
659.02,0,1,0,0,1,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,4,2,0,2,0,0,0,1,4,0,0,0,0,1,0,1,0,1,0
829.1,1,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,6,0,0,1,0,1,0,1,5,0,0,0,0,1,0,1,0,0,0
363.0,1,0,0,0,1,0,1,1,0,1,0,0,5,1,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,2,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0,1,0
922.2,1,0,0,0,0,1,0,0,0,0,1,0,5,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
698.84,0,1,0,0,0,1,0,0,0,1,0,0,6,1,0,0,0,0,0,0,4,0,1,1,0,0,0,0,4,0,1,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0
759.7,1,0,0,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,3,0,2,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0
692.08,0,1,0,0,0,0,1,1,0,0,1,0,6,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
717.26,0,1,0,0,0,0,1,1,0,0,1,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,5,0,0,1,0,1,0,1,6,0,0,0,0,1,0,1,0,1,0
661.86,0,1,0,0,0,0,1,1,0,1,0,0,6,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,5,0,0,2,0,1,0,0,6,0,0,1,0,1,0,0,0,0,0
828.1,1,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
698.0,0,1,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
719.6,0,1,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0
636.52,0,1,0,0,1,0,1,1,0,0,1,0,3,2,1,0,0,0,0,1,7,0,0,2,0,0,0,1,2,1,1,2,0,1,0,0,2,3,1,1,0,1,0,0,0,0,1
612.24,0,1,0,0,1,0,1,1,0,1,0,0,4,2,0,0,0,0,0,1,4,1,0,1,0,0,0,1,2,1,1,0,0,0,0,1,2,3,0,2,0,0,0,1,0,1,0
715.1,0,1,0,0,0,1,0,0,0,1,0,0,3,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
375.0,1,0,0,0,0,0,1,1,0,0,1,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,5,0,0,1,0,0,0,1,6,0,0,0,0,1,0,1,0,0,0
900.85,1,0,0,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0
543.8,0,1,0,0,1,0,1,1,0,1,0,0,4,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
619.54,0,1,0,0,1,0,1,1,0,0,1,0,3,1,0,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
509.5,1,0,0,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,2,1,0,1,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0
686.04,0,1,0,0,1,0,1,0,0,1,0,0,2,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,1,2,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0
849.8,1,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0
746.18,0,1,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
710.68,0,1,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,2,2,2,1,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0
524.0,1,0,0,0,0,1,0,0,0,0,1,0,4,2,0,0,0,0,0,0,2,3,1,0,0,0,0,0,4,1,3,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0
711.4,1,0,0,0,0,1,0,0,0,1,0,0,5,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
524.74,0,1,0,0,1,0,1,1,0,0,1,0,6,0,0,0,0,0,0,1,6,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0
638.3,0,1,0,0,1,0,1,1,0,1,0,0,11,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,8,0,0,0,0,1,0,0,7,0,0,0,0,1,0,0,0,1,0
755.5,1,0,0,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
653.9,0,1,0,0,0,0,1,1,0,1,0,0,5,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
623.4,1,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0
635.0,1,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
668.3,1,0,0,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
664.25,1,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
694.84,0,1,0,0,0,1,0,0,0,1,0,0,5,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
185.0,1,0,0,0,0,1,0,0,0,0,1,0,4,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,3,1,0,2,0,0,0,0,4,1,0,1,0,0,0,0,0,1,0
723.46,0,1,0,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0
649.24,0,1,0,0,1,0,1,0,0,0,1,0,5,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0
653.05,1,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
671.32,0,1,0,0,0,1,0,0,0,0,1,0,5,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,4,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0
633.26,0,1,0,0,1,0,1,1,0,0,1,0,6,0,0,0,0,0,0,1,5,1,0,0,0,0,0,1,6,0,0,0,0,1,0,1,6,1,0,0,0,1,0,1,0,1,0
625.78,0,1,0,0,1,0,1,0,0,1,0,0,3,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,1,0,2,0,0,0,0,2,3,0,1,0,1,0,0,0,1,0
653.28,0,1,0,0,0,0,1,0,0,1,0,0,13,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0
608.32,0,1,0,0,0,0,1,1,0,1,0,0,6,0,0,0,0,0,0,1,3,2,0,1,0,0,0,1,4,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0
728.5,1,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
714.88,0,1,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,2,0,1,0,0,5,0,0,3,0,0,0,0,0,1,0
651.58,0,1,0,0,1,0,1,1,0,0,1,0,5,1,0,0,0,0,0,1,3,3,0,1,0,0,0,1,3,3,0,1,0,1,0,1,3,3,0,0,0,1,0,1,0,1,0
646.54,0,1,0,0,0,0,1,1,0,0,1,0,5,1,0,0,0,0,0,1,3,3,0,0,0,0,0,1,3,2,1,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0
706.72,0,1,0,0,0,0,1,0,0,1,0,0,11,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,5,0,0,1,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0
570.36,0,1,0,0,1,0,1,1,0,1,0,0,3,2,0,1,0,0,0,1,2,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,1,0
489.5,1,0,0,0,1,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0
692.75,1,0,0,0,0,1,0,0,0,0,1,0,2,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
642.24,0,1,0,0,1,0,1,0,0,1,0,0,6,2,2,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,1,0
657.92,0,1,0,0,1,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,3,1,0,1,0,0,0,0,6,0,0,1,0,0,0,0,0,1,0
739.35,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,0,0,0,0,4,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
792.8,1,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
703.58,0,1,0,0,0,0,1,1,0,0,1,0,6,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,5,0,0,1,0,0,1,1,5,0,0,0,0,0,1,1,0,0,0
834.4,1,0,0,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0
657.02,0,1,0,0,1,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0
654.52,0,1,0,0,0,0,1,1,0,1,0,0,6,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0
567.18,0,1,0,0,1,0,1,1,0,1,0,0,2,2,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
743.54,0,1,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0
705.12,0,1,0,0,0,1,0,0,0,0,1,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,1,0,1,0,1,0,0,6,0,0,0,0,1,0,0,0,0,0
635.82,0,1,0,0,1,0,1,1,0,1,0,0,6,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,0,1,0
639.8,1,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
735.78,0,1,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1
866.25,1,0,0,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
825.6,1,0,0,0,0,0,1,1,0,1,0,0,5,1,0,0,0,0,0,1,7,0,0,0,0,0,0,1,6,1,0,0,0,0,0,1,5,0,0,1,0,0,0,1,0,0,0
567.8,1,0,0,0,0,0,1,1,0,0,1,0,6,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0
704.84,0,1,0,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,6,0,0,0,0,1,0,0,0,1,0
722.76,0,1,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0
406.9,1,0,0,0,1,0,1,0,0,0,1,0,6,1,0,0,0,0,0,1,2,3,0,1,0,0,0,1,7,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,1,0
668.72,0,1,0,0,0,1,0,0,0,1,0,0,5,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0
589.9,0,1,0,0,1,0,1,1,0,0,1,0,5,0,0,1,0,0,0,1,6,0,0,0,0,0,0,1,5,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
593.32,0,1,0,0,1,0,1,1,0,0,1,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,5,0,0,1,0,0,0,1,8,0,0,0,0,0,0,1,0,1,0
786.65,1,0,0,0,0,1,0,0,0,1,0,0,5,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
719.96,0,1,0,0,0,0,1,0,0,1,0,0,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
681.7,0,1,0,0,0,1,0,0,0,1,0,0,2,2,2,0,0,0,0,0,2,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
684.6,0,1,0,0,0,0,1,1,0,0,1,0,6,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,6,0,0,0,0,0,1,1,0,0,0
657.76,0,1,0,0,0,0,1,1,0,1,0,0,5,1,0,0,0,0,0,0,2,3,0,0,0,0,0,1,4,0,0,0,0,1,0,1,4,0,0,0,0,1,0,1,0,0,0
592.9,1,0,0,0,0,1,0,0,0,0,1,0,5,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
747.4,0,1,0,0,0,1,0,0,0,1,0,0,4,2,0,0,0,0,0,0,6,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0
626.34,0,1,0,0,1,0,1,1,0,1,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,1,0
858.1,1,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0
791.55,1,0,0,0,0,1,0,0,0,1,0,0,4,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0
442.3,1,0,0,0,1,0,1,1,0,0,1,0,5,1,0,0,0,0,0,0,7,1,0,0,0,0,0,1,6,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,1,0
448.5,1,0,0,0,0,0,1,1,0,0,1,0,4,2,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,2,2,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0
719.1,0,1,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,1,0,0,1,0,6,0,0,0,0,1,0,0,0,0,0
933.8,1,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0
726.25,1,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,6,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0
609.26,0,1,0,0,1,0,1,1,0,1,0,0,3,3,0,0,0,0,0,0,2,3,0,1,0,0,0,1,2,0,2,2,0,0,0,1,1,2,2,1,0,0,0,1,0,0,1
918.6,1,0,0,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,6,0,0,0,0,1,0,1,6,0,0,0,0,1,0,1,0,1,0
587.0,1,0,0,0,1,0,1,1,0,0,1,0,6,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,5,0,0,1,0,0,0,1,5,0,0,0,0,0,0,1,0,0,1
371.0,1,0,0,0,0,0,1,1,0,1,0,0,3,3,0,0,0,0,0,1,2,4,0,0,0,0,0,1,4,0,0,0,0,0,0,1,1,4,1,0,0,0,0,1,1,0,0
788.4,1,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,6,0,0,1,0,1,0,0,0,0,0
714.0,0,1,0,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
484.5,1,0,0,0,0,0,1,1,0,1,0,0,6,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,2,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
719.24,0,1,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0
576.4,1,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
668.1,1,0,0,0,0,1,0,0,0,0,1,0,5,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0
613.9,1,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,5,1,0,0,0,1,0,0,3,3,0,0,0,1,0,0,0,1,0
681.45,1,0,0,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
426.5,1,0,0,0,0,1,0,0,0,1,0,0,5,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,6,2,0,0,0,0,0,0,0,0,1
745.3,1,0,0,0,0,0,1,1,0,0,1,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,5,0,0,1,0,1,0,1,6,0,0,0,0,1,0,1,0,0,0
