NOTA_INGRESSO,TIPO_INGRESSO_PISM,TIPO_INGRESSO_SISU,TIPO_INGRESSO_VESTIBULAR,TIPO_INGRESSO_OUTROS,cota_racial,cota_ampla_concorrencia,cota_escola_publica,cota_renda,cota_pcd,genero_masculino,genero_feminino,genero_outros,periodo_1_disciplinas_aprovadas,periodo_1_disciplinas_reprovadas,periodo_1_disciplinas_ri,periodo_1_disciplinas_trancadas,periodo_1_disciplinas_outros_status,periodo_1_bolsa_remunerada,periodo_1_bolsa_n_remunerada,periodo_1_AE,periodo_2_disciplinas_aprovadas,periodo_2_disciplinas_reprovadas,periodo_2_disciplinas_ri,periodo_2_disciplinas_trancadas,periodo_2_disciplinas_outros_status,periodo_2_bolsa_remunerada,periodo_2_bolsa_n_remunerada,periodo_2_AE,etnia_BRANCA,etnia_OUTRA,etnia_PARDA,etnia_PRETA
772.3,1,0,0,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0
651.1,1,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,1,0
576.95,1,0,0,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,1,0,0,0
497.5,1,0,0,0,0,1,0,0,0,1,0,0,1,5,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
634.4,1,0,0,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,1,0,0,0
718.08,0,1,0,0,0,1,0,0,0,1,0,0,22,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
358.5,1,0,0,0,0,0,1,1,0,1,0,0,1,5,2,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
685.9,1,0,0,0,0,0,1,0,0,1,0,0,5,2,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0
748.3,1,0,0,0,0,1,0,0,0,1,0,0,7,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,1,0,0,0
577.7,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
566.74,0,1,0,0,1,0,1,1,0,0,1,0,0,4,2,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1
682.52,0,1,0,0,0,0,1,1,0,1,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,1,0,0,0
552.86,0,1,0,0,1,0,1,1,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
776.08,0,1,0,0,0,1,0,0,0,1,0,0,1,1,5,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
457.1,1,0,0,0,0,0,1,1,0,1,0,0,6,1,0,0,0,0,0,0,4,3,0,1,0,0,0,1,1,0,0,0
697.8,0,1,0,0,1,0,1,0,0,1,0,0,7,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0
854.7,1,0,0,0,0,1,0,0,0,0,1,0,11,0,0,0,0,0,0,0,7,0,0,1,0,1,0,0,0,0,1,0
682.46,0,1,0,0,1,0,1,1,0,1,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0
616.78,0,1,0,0,1,0,1,1,0,1,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
