curso,periodo,repeticao,modelo,threshold,acuracia,f1_weighted,f1_pos,roc_auc,avg_precision,brier_pre,brier_cal,ratio_pos_weight,seed,tr_n,tr_n0,tr_n1,tr_pos_rate,va_n,va_n0,va_n1,va_pos_rate,te_n,te_n0,te_n1,te_pos_rate,f1_pos_val,w_xgb,w_lgbm,w_cat
Direito - Integral,3,1,XGBoost,0.25,0.8482142857142857,0.8565625,0.2916666666666667,0.7058409570724842,0.25890852974186307,0.12551964595291443,0.07862222779411801,9.804878048780488,1337,522,474,48,0.09195402298850575,79,72,7,0.08860759493670886,224,203,21,0.09375,0.4,,,
Direito - Integral,3,1,LightGBM,0.21739130434782608,0.71875,0.7739576368325533,0.27586206896551724,0.672882946281961,0.25570114409400124,0.11298783293418405,0.08544876335011471,9.804878048780488,1337,522,474,48,0.09195402298850575,79,72,7,0.08860759493670886,224,203,21,0.09375,0.42424242424242425,,,
Direito - Integral,3,1,CatBoost,0.4,0.8571428571428571,0.86003600360036,0.2727272727272727,0.6402768003753225,0.22827237175063259,0.1429691089534964,0.08472551593557949,9.804878048780488,1337,522,474,48,0.09195402298850575,79,72,7,0.08860759493670886,224,203,21,0.09375,0.5555555555555556,,,
Direito - Integral,3,1,Comite_Arvores_XGB_LGBM_CatBoost,0.27137946572925487,0.8705357142857143,0.8718812805053116,0.32558139534883723,0.696809758386113,0.3176887035287232,0.12022705817265601,0.07797529006793151,9.804878048780488,1337,522,474,48,0.09195402298850575,79,72,7,0.08860759493670886,224,203,21,0.09375,0.5555555555555556,0.2898975109807562,0.307467057100802,0.40263543191771695
Direito - Integral,3,2,XGBoost,0.23333331942558289,0.6160714285714286,0.6959305074062402,0.24561403508771928,0.638752052545156,0.1316084229390681,0.10997028032778156,0.087187500068297,9.804878048780488,1338,522,474,48,0.09195402298850575,79,72,7,0.08860759493670886,224,203,21,0.09375,0.3783783783783784,,,
Direito - Integral,3,2,LightGBM,0.12195121951219512,0.5580357142857143,0.6453947368421052,0.2556390977443609,0.681796856673704,0.14465445269016697,0.1196437794326887,0.08233555280198047,9.804878048780488,1338,522,474,48,0.09195402298850575,79,72,7,0.08860759493670886,224,203,21,0.09375,0.20833333333333334,,,
Direito - Integral,3,2,CatBoost,0.3333333333333333,0.7098214285714286,0.7674466370379643,0.2696629213483146,0.6738212526389866,0.2082457983193277,0.15820849189060654,0.09413881298697767,9.804878048780488,1338,522,474,48,0.09195402298850575,79,72,7,0.08860759493670886,224,203,21,0.09375,0.5384615384615384,,,
Direito - Integral,3,2,Comite_Arvores_XGB_LGBM_CatBoost,0.25408656355613374,0.7455357142857143,0.7932750529821375,0.2962962962962963,0.7266009852216748,0.2343919534535036,0.1228713525184695,0.08404054534094471,9.804878048780488,1338,522,474,48,0.09195402298850575,79,72,7,0.08860759493670886,224,203,21,0.09375,0.6363636363636364,0.3362845484637861,0.1851566710291679,0.4785587805061571
Direito - Integral,3,3,XGBoost,0.1666666716337204,0.7008928571428571,0.7608947425123896,0.26373626373626374,0.7353976073187896,0.18125035456124508,0.11863858441435482,0.08101878588251399,9.804878048780488,1339,522,474,48,0.09195402298850575,79,72,7,0.08860759493670886,224,203,21,0.09375,0.3225806451612903,,,
Direito - Integral,3,3,LightGBM,0.2,0.8169642857142857,0.8393343427301642,0.3050847457627119,0.7281257330518414,0.294289022293144,0.13707726013370167,0.07789815493057033,9.804878048780488,1339,522,474,48,0.09195402298850575,79,72,7,0.08860759493670886,224,203,21,0.09375,0.3,,,
Direito - Integral,3,3,CatBoost,0.2,0.8169642857142857,0.8409767230058881,0.32786885245901637,0.7366877785596997,0.21151188301327603,0.1582700468901865,0.07895424400636446,9.804878048780488,1339,522,474,48,0.09195402298850575,79,72,7,0.08860759493670886,224,203,21,0.09375,0.3157894736842105,,,
Direito - Integral,3,3,Comite_Arvores_XGB_LGBM_CatBoost,0.18239953417169327,0.8125,0.8362757731958764,0.3,0.7513488153882243,0.3069930512882148,0.12745791829683953,0.07800980326982088,9.804878048780488,1339,522,474,48,0.09195402298850575,79,72,7,0.08860759493670886,224,203,21,0.09375,0.36363636363636365,0.3437669621852678,0.3197032748322991,0.33652976298136744
Direito - Integral,3,4,XGBoost,0.1666666716337204,0.7455357142857143,0.791365474148493,0.2597402597402597,0.7044334975369457,0.21124219369943714,0.08880573349846745,0.0794720352838187,9.804878048780488,1340,522,474,48,0.09195402298850575,79,72,7,0.08860759493670886,224,203,21,0.09375,0.32,,,
Direito - Integral,3,4,LightGBM,0.25,0.8928571428571429,0.8904411764705883,0.4,0.7328172648369693,0.28026577890708326,0.11545643263203156,0.07266760690609553,9.804878048780488,1340,522,474,48,0.09195402298850575,79,72,7,0.08860759493670886,224,203,21,0.09375,0.3076923076923077,,,
Direito - Integral,3,4,CatBoost,0.3,0.8794642857142857,0.880717054263566,0.37209302325581395,0.6861365235749473,0.30158061549978843,0.15789871599417027,0.07581530631115732,9.804878048780488,1340,522,474,48,0.09195402298850575,79,72,7,0.08860759493670886,224,203,21,0.09375,0.4444444444444444,,,
Direito - Integral,3,4,Comite_Arvores_XGB_LGBM_CatBoost,0.1509657434400924,0.84375,0.8596316215591024,0.36363636363636365,0.7207365704902651,0.3841796591646979,0.10890065850991862,0.07061706744478743,9.804878048780488,1340,522,474,48,0.09195402298850575,79,72,7,0.08860759493670886,224,203,21,0.09375,0.5,0.2984693877548236,0.28698979591809964,0.41454081632614387
Direito - Integral,3,5,XGBoost,0.1666666716337204,0.8214285714285714,0.8363442113442113,0.23076923076923078,0.6098991320666197,0.13779171097719484,0.13332752169577636,0.09794135467602418,9.804878048780488,1341,522,474,48,0.09195402298850575,79,72,7,0.08860759493670886,224,203,21,0.09375,0.3333333333333333,,,
Direito - Integral,3,5,LightGBM,0.6,0.8928571428571429,0.8729665071770335,0.2,0.7487684729064039,0.19830491786492116,0.12121463803601082,0.08329695719679675,9.804878048780488,1341,522,474,48,0.09195402298850575,79,72,7,0.08860759493670886,224,203,21,0.09375,0.5,,,
Direito - Integral,3,5,CatBoost,0.15384615384615385,0.8125,0.8304780033840947,0.2222222222222222,0.65669716162327,0.15165691057969038,0.16245435446888057,0.08288507927206305,9.804878048780488,1341,522,474,48,0.09195402298850575,79,72,7,0.08860759493670886,224,203,21,0.09375,0.26666666666666666,,,
Direito - Integral,3,5,Comite_Arvores_XGB_LGBM_CatBoost,0.3838383853432027,0.8973214285714286,0.8706287938770124,0.14814814814814814,0.7132301196340605,0.20896666398735234,0.12595720422274642,0.08363914992102488,9.804878048780488,1341,522,474,48,0.09195402298850575,79,72,7,0.08860759493670886,224,203,21,0.09375,0.5454545454545454,0.30303030303002754,0.45454545454504136,0.24242424242402205
Direito - Integral,3,6,XGBoost,0.1666666716337204,0.8169642857142857,0.8334099593981371,0.22641509433962265,0.6997419657518179,0.20898568639432427,0.13023185302291765,0.0806103276576601,9.804878048780488,1342,522,474,48,0.09195402298850575,79,72,7,0.08860759493670886,224,203,21,0.09375,0.32,,,
Direito - Integral,3,6,LightGBM,0.3333333333333333,0.8794642857142857,0.8720531663049911,0.2702702702702703,0.6159981233872859,0.19516826283586058,0.13863869976315543,0.08801365146792317,9.804878048780488,1342,522,474,48,0.09195402298850575,79,72,7,0.08860759493670886,224,203,21,0.09375,0.5555555555555556,,,
Direito - Integral,3,6,CatBoost,0.3333333333333333,0.8883928571428571,0.8651088387787013,0.13793103448275862,0.7061928219563687,0.17987880636125417,0.16783764204358795,0.08835180733019321,9.804878048780488,1342,522,474,48,0.09195402298850575,79,72,7,0.08860759493670886,224,203,21,0.09375,0.5,,,
Direito - Integral,3,6,Comite_Arvores_XGB_LGBM_CatBoost,0.20974690476331934,0.8705357142857143,0.8625756230683238,0.21621621621621623,0.7235514895613417,0.24107824569302963,0.13531908830207798,0.08221604709330717,9.804878048780488,1342,522,474,48,0.09195402298850575,79,72,7,0.08860759493670886,224,203,21,0.09375,0.5555555555555556,0.23263327948286802,0.40387722132442366,0.36348949919198126
Direito - Integral,3,7,XGBoost,0.3333333432674408,0.8794642857142857,0.8720531663049911,0.2702702702702703,0.6988036593947924,0.21600561128406162,0.1262124498988229,0.0875930491298669,9.804878048780488,1343,522,474,48,0.09195402298850575,79,72,7,0.08860759493670886,224,203,21,0.09375,0.42857142857142855,,,
Direito - Integral,3,7,LightGBM,0.3333333333333333,0.90625,0.8944824753559694,0.36363636363636365,0.6563452967393854,0.2553167324777056,0.10925884365295245,0.08218536935115925,9.804878048780488,1343,522,474,48,0.09195402298850575,79,72,7,0.08860759493670886,224,203,21,0.09375,0.36363636363636365,,,
Direito - Integral,3,7,CatBoost,0.375,0.8303571428571429,0.848533163265306,0.32142857142857145,0.6524747830166548,0.2123519702936996,0.17812502030071428,0.09236869665771825,9.804878048780488,1343,522,474,48,0.09195402298850575,79,72,7,0.08860759493670886,224,203,21,0.09375,0.5555555555555556,,,
Direito - Integral,3,7,Comite_Arvores_XGB_LGBM_CatBoost,0.20998394083240035,0.8303571428571429,0.848533163265306,0.32142857142857145,0.6867229650480883,0.2585700104378641,0.12471036902425049,0.08304117965723856,9.804878048780488,1343,522,474,48,0.09195402298850575,79,72,7,0.08860759493670886,224,203,21,0.09375,0.5555555555555556,0.3179871520340253,0.26980728051371844,0.41220556745151427
