curso,periodo,repeticao,modelo,threshold,acuracia,f1_weighted,f1_pos,roc_auc,avg_precision,brier_pre,brier_cal,ratio_pos_weight,seed,tr_n,tr_n0,tr_n1,tr_pos_rate,va_n,va_n0,va_n1,va_pos_rate,te_n,te_n0,te_n1,te_pos_rate,f1_pos_val,w_xgb,w_lgbm,w_cat
Psicologia,2,1,XGBoost,0.5,0.8467741935483871,0.8422787032919418,0.5365853658536586,0.6927361853832443,0.5294171554252199,0.13739430234608307,0.11734867919951095,4.545454545454546,1337,288,236,52,0.18055555555555555,44,36,8,0.18181818181818182,124,102,22,0.1774193548387097,0.5333333333333333,,,
Psicologia,2,1,LightGBM,0.4,0.8225806451612904,0.8225806451612904,0.5,0.6896167557932265,0.5055799574390781,0.1475178428841939,0.12235890991029828,4.545454545454546,1337,288,236,52,0.18055555555555555,44,36,8,0.18181818181818182,124,102,22,0.1774193548387097,0.5,,,
Psicologia,2,1,CatBoost,0.4,0.782258064516129,0.7933326269757944,0.47058823529411764,0.7012032085561497,0.5087657084547569,0.18794218135340154,0.12474082054971601,4.545454545454546,1337,288,236,52,0.18055555555555555,44,36,8,0.18181818181818182,124,102,22,0.1774193548387097,0.5,,,
Psicologia,2,1,Comite_Arvores_XGB_LGBM_CatBoost,0.2256728795743146,0.8064516129032258,0.8125806451612904,0.5,0.6925133689839572,0.5687615519571476,0.1406382697679513,0.11663037731734392,4.545454545454546,1337,288,236,52,0.18055555555555555,44,36,8,0.18181818181818182,124,102,22,0.1774193548387097,0.5882352941176471,0.3478260869562949,0.32608695652152647,0.32608695652152647
Psicologia,2,2,XGBoost,1.0,0.8225806451612904,0.7868797474598007,0.26666666666666666,0.64349376114082,0.30917178416830243,0.14959789706053053,0.14815359742492723,4.545454545454546,1338,288,236,52,0.18055555555555555,44,36,8,0.18181818181818182,124,102,22,0.1774193548387097,0.6666666666666666,,,
Psicologia,2,2,LightGBM,1.0,0.8387096774193549,0.7787058371735791,0.16666666666666666,0.6693404634581106,0.40360846737537337,0.15906905369077057,0.12708709449189845,4.545454545454546,1338,288,236,52,0.18055555555555555,44,36,8,0.18181818181818182,124,102,22,0.1774193548387097,0.6666666666666666,,,
Psicologia,2,2,CatBoost,1.0,0.8467741935483871,0.8044297399136109,0.2962962962962963,0.7163547237076648,0.4662653558728165,0.18273989202970847,0.12318296734020444,4.545454545454546,1338,288,236,52,0.18055555555555555,44,36,8,0.18181818181818182,124,102,22,0.1774193548387097,0.6666666666666666,,,
Psicologia,2,2,Comite_Arvores_XGB_LGBM_CatBoost,0.9999999999994998,0.8225806451612904,0.7425064230659435,0.0,0.7179144385026739,0.5000111688067891,0.14658759496722376,0.12521890050247417,4.545454545454546,1338,288,236,52,0.18055555555555555,44,36,8,0.18181818181818182,124,102,22,0.1774193548387097,0.6666666666666666,0.3333333333331666,0.3333333333331666,0.3333333333331666
Psicologia,2,3,XGBoost,0.2857142984867096,0.7016129032258065,0.7348314489358313,0.463768115942029,0.7337344028520499,0.39954721493082734,0.1386327289796353,0.12330489632278814,4.545454545454546,1339,288,236,52,0.18055555555555555,44,36,8,0.18181818181818182,124,102,22,0.1774193548387097,0.43478260869565216,,,
Psicologia,2,3,LightGBM,0.25,0.6129032258064516,0.6582901235153044,0.4146341463414634,0.7375222816399286,0.37474547850041917,0.16048756466982958,0.13394342952234664,4.545454545454546,1339,288,236,52,0.18055555555555555,44,36,8,0.18181818181818182,124,102,22,0.1774193548387097,0.46153846153846156,,,
Psicologia,2,3,CatBoost,0.375,0.8467741935483871,0.8505209026931232,0.5957446808510638,0.7704991087344027,0.4978059588967908,0.17650763494778923,0.11447881200611269,4.545454545454546,1339,288,236,52,0.18055555555555555,44,36,8,0.18181818181818182,124,102,22,0.1774193548387097,0.47058823529411764,,,
