curso,periodo,modelo,n,f1_pos_media,f1_pos_ci95_low,f1_pos_ci95_high
Sistemas de informação,3,XGBoost,30,0.7869584813951268,0.7693646340778095,0.8045523287124441
Sistemas de informação,3,LightGBM,30,0.7806796250751703,0.7581603586817084,0.8031988914686322
Sistemas de informação,3,CatBoost,30,0.8013717124537183,0.7802394747249558,0.8225039501824808
Sistemas de informação,3,Comite_Arvores_XGB_LGBM_CatBoost,30,0.7963435709235078,0.7799177328388869,0.8127694090081288
