curso,periodo,modelo,n,f1_pos_media,f1_pos_dp,f1_pos_val_media,f1_pos_val_dp,f1_weighted_media,f1_weighted_dp,acuracia_media,acuracia_dp,roc_auc_media,roc_auc_dp,avg_precision_media,avg_precision_dp,brier_cal_media,brier_cal_dp,threshold_media,threshold_dp
Sistemas de informação,2,XGBoost,30,0.8211829087803886,0.04723184976247615,0.8942574032347855,0.05063330442302112,0.7455914201160214,0.06759239583064643,0.7607142857142858,0.05408484138857405,0.814837962962963,0.05100881827021415,0.8553612439726503,0.04334654780974485,0.17670019723320882,0.03472703937537353,0.6550297915935517,0.1744571889787254
Sistemas de informação,2,LightGBM,30,0.821081658532901,0.0523696588223119,0.8940204824803453,0.04781567425080944,0.7559268762065787,0.06482617128527329,0.7666666666666668,0.05512303287042963,0.8183796296296298,0.04965406736648737,0.8540371103366274,0.04022101254364825,0.17305746111568185,0.03832502630765417,0.6785028860028862,0.16730854192397066
Sistemas de informação,2,CatBoost,30,0.8298174145737239,0.06466617971426736,0.9100586603254625,0.039592529978399946,0.7728226615906261,0.07736505465738237,0.780357142857143,0.06979531541888588,0.8236342592592593,0.05213438341754744,0.8580017120028484,0.04766858738290395,0.17132491570232097,0.04302806856067667,0.7450854700854702,0.17686170285596942
Sistemas de informação,2,Comite_Arvores_XGB_LGBM_CatBoost,30,0.8145736644993689,0.0767737206028579,0.9198748405609976,0.03865989100605827,0.765340602230027,0.0733433433756544,0.7702380952380954,0.07033891069867831,0.8417824074074075,0.050717613722801015,0.8840016799220486,0.0444852389668191,0.1615746579166969,0.03569602809058899,0.6430122810773363,0.16400257169169322
