curso,periodo,modelo,n,f1_pos_media,f1_pos_ci95_low,f1_pos_ci95_high
Farmacia,4,XGBoost,30,0.5524094775663032,0.5214864376046121,0.5833325175279943
Farmacia,4,LightGBM,30,0.5385035487519125,0.5022909812156113,0.5747161162882137
Farmacia,4,CatBoost,30,0.5662012843706322,0.5317868944628219,0.6006156742784425
Farmacia,4,Comite_Arvores_XGB_LGBM_CatBoost,30,0.5682683681354344,0.5282781150179867,0.608258621252882
