curso,periodo,modelo,n,f1_pos_media,f1_pos_ci95_low,f1_pos_ci95_high
Direito - Noturno,4,XGBoost,30,0.48594297745626797,0.4384681727903732,0.5334177821221627
Direito - Noturno,4,LightGBM,30,0.49612115814087143,0.4535683057057914,0.5386740105759514
Direito - Noturno,4,CatBoost,30,0.527687460095486,0.4826902189452599,0.572684701245712
Direito - Noturno,4,Comite_Arvores_XGB_LGBM_CatBoost,30,0.49495618649169365,0.44150215868318504,0.5484102143002023
