NOTA_INGRESSO,TIPO_INGRESSO_PISM,TIPO_INGRESSO_SISU,TIPO_INGRESSO_VESTIBULAR,TIPO_INGRESSO_OUTROS,cota_racial,cota_ampla_concorrencia,cota_escola_publica,cota_renda,cota_pcd,genero_masculino,genero_feminino,genero_outros,periodo_1_disciplinas_aprovadas,periodo_1_disciplinas_reprovadas,periodo_1_disciplinas_ri,periodo_1_disciplinas_trancadas,periodo_1_disciplinas_outros_status,periodo_1_bolsa_remunerada,periodo_1_bolsa_n_remunerada,periodo_1_AE,periodo_2_disciplinas_aprovadas,periodo_2_disciplinas_reprovadas,periodo_2_disciplinas_ri,periodo_2_disciplinas_trancadas,periodo_2_disciplinas_outros_status,periodo_2_bolsa_remunerada,periodo_2_bolsa_n_remunerada,periodo_2_AE,etnia_BRANCA,etnia_OUTRA,etnia_PARDA,etnia_PRETA
535.7,1,0,0,0,0,1,0,0,0,1,0,0,2,3,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,1,0
640.22,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,1,0
707.0,0,1,0,0,0,1,0,0,0,1,0,0,3,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0
715.24,0,1,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0
702.68,0,1,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,6,0,0,1,0,1,0,0,0,0,1,0
687.9,1,0,0,0,0,1,0,0,0,1,0,0,4,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0
665.24,0,1,0,0,0,0,1,1,0,1,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
708.14,0,1,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
470.8,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,4,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
713.92,0,1,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
698.22,0,1,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0
524.9,1,0,0,0,0,1,0,0,0,0,1,0,1,3,1,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0
696.06,0,1,0,0,0,1,0,0,0,1,0,0,12,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0
682.64,0,1,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,1,0,0,0
563.25,1,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0
678.32,0,1,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0
679.32,0,1,0,0,1,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0
699.98,0,1,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0
670.02,0,1,0,0,0,0,1,1,0,0,1,0,5,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,1,0,0,0
665.96,0,1,0,0,0,1,0,0,0,1,0,0,11,0,0,0,0,0,0,0,5,1,0,1,0,1,0,0,0,0,1,0
627.5,0,1,0,0,1,0,1,1,0,1,0,0,5,0,0,0,0,0,0,1,5,1,0,1,0,0,0,1,0,0,1,0
672.06,0,1,0,0,0,0,1,1,0,1,0,0,4,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0
696.42,0,1,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0
658.46,0,1,0,0,1,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0
375.7,1,0,0,0,0,0,1,1,0,0,1,0,4,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0
624.24,0,1,0,0,0,0,1,0,0,1,0,0,4,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0
624.9,1,0,0,0,0,0,1,1,0,1,0,0,1,4,0,0,0,0,0,1,3,1,0,0,0,0,0,1,1,0,0,0
662.76,0,1,0,0,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1
619.52,0,1,0,0,1,0,1,1,0,0,1,0,3,2,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0
690.64,0,1,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0
648.54,0,1,0,0,1,0,1,1,0,1,0,0,4,1,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,1,0
498.5,1,0,0,0,0,1,0,0,0,1,0,0,4,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1
572.1,0,1,0,0,1,0,1,0,0,0,1,0,1,2,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0
454.65,1,0,0,0,0,0,1,1,0,1,0,0,4,1,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,1,0
707.24,0,1,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0
369.3,1,0,0,0,0,0,1,1,0,0,1,0,3,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0
694.15,1,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,1,0
618.1,1,0,0,0,0,0,1,1,0,1,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
691.8,0,1,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0
668.68,0,1,0,0,0,1,0,0,0,1,0,0,18,2,1,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0
840.3,1,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,1,6,0,0,1,0,0,0,1,0,1,0,0
698.2,0,1,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
503.25,1,0,0,0,0,1,0,0,0,1,0,0,2,3,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,0,0,0
671.05,1,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0
569.0,1,0,0,0,0,1,0,0,0,0,1,0,4,1,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,1,0
